CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Ct,Avg_Utilization_Ratio,Quarter,Year
789859833,Existing Customer,41,M,4,College,Divorced,$40K - $60K,Blue,43,6,4,1,2515,1266,748,104,0.5,none,2019
789875883,Existing Customer,41,F,2,High School,Married,Less than $40K,Blue,43,5,1,2,2490,946,1863,29,0.38,none,2019
789875883,Existing Customer,41,F,2,High School,Married,Less than $40K,Blue,31,5,1,2,2490,627,1863,45,0.252,none,2018
790225758,Existing Customer,41,M,2,College,Single,$40K - $60K,Blue,47,6,0,3,2647,520,2027,29,0.2,none,2019
790225758,Existing Customer,41,M,2,College,Single,$40K - $60K,Blue,35,6,3,3,2647,620,2027,47,0.234,none,2018
792695808,Existing Customer,41,M,4,Graduate,Married,$80K - $120K,Gold,35,5,4,2,18232,1140,17092,84,0.063,none,2018
792695808,Existing Customer,41,M,4,Graduate,Married,$80K - $120K,Gold,47,5,4,2,18232,1038,17092,43,0.06,none,2019
794510358,Existing Customer,41,M,1,Graduate,Married,$80K - $120K,Platinum,26,6,3,3,33408,0,33408,77,0,none,2018
794510358,Existing Customer,41,M,1,Graduate,Married,$80K - $120K,Platinum,38,6,4,3,33408,605,33408,52,0.02,none,2019
794843883,Existing Customer,41,M,1,Graduate,Married,$80K - $120K,Platinum,35,6,1,2,34516,1202,33314,33,0.035,none,2018
794843883,Existing Customer,41,M,1,Graduate,Married,$80K - $120K,Platinum,47,6,3,2,34516,238,33314,102,0.01,none,2019
795573333,Existing Customer,41,M,3,College,Married,$60K - $80K,Silver,35,6,2,1,8376,1165,7211,67,0.139,none,2018
795573333,Existing Customer,41,M,3,College,Married,$60K - $80K,Silver,47,6,1,1,8376,680,7211,53,0.08,none,2019
796330983,Existing Customer,41,F,2,Graduate,Married,$40K - $60K,Blue,35,3,1,4,2138,1283,855,85,0.6,none,2018
796330983,Attrited Customer,41,F,2,Graduate,Married,$40K - $60K,Blue,47,3,4,4,2138,630,855,95,0.29,Q3,2019
797169633,Existing Customer,41,M,1,Graduate,Single,$120K +,Platinum,35,5,3,3,34516,825,33691,51,0.024,none,2018
797169633,Existing Customer,41,M,1,Graduate,Single,$120K +,Platinum,47,5,2,3,34516,1409,33691,57,0.04,none,2019
803097333,Existing Customer,41,M,2,Graduate,Married,$60K - $80K,Silver,35,3,3,4,10873,1514,9359,82,0.139,none,2018
803097333,Existing Customer,41,M,2,Graduate,Married,$60K - $80K,Silver,47,3,4,4,10873,386,9359,68,0.04,none,2019
804413508,Existing Customer,41,M,1,College,Single,$60K - $80K,Silver,36,6,2,3,12084,1638,10446,90,0.136,none,2018
804413508,Attrited Customer,41,M,1,College,Single,$60K - $80K,Silver,48,6,4,3,12084,317,10446,118,0.03,Q3,2019
806652483,Existing Customer,41,F,2,High School,Single,Less than $40K,Blue,48,4,2,3,1561,261,392,112,0.17,none,2019
806652483,Existing Customer,41,F,2,High School,Single,Less than $40K,Blue,36,4,5,3,1561,1169,392,67,0.749,none,2018
807915408,Existing Customer,41,F,2,College,Married,$40K - $60K,Silver,36,6,2,3,6602,0,6602,82,0,none,2018
807915408,Existing Customer,41,F,2,College,Married,$40K - $60K,Silver,48,6,6,3,6602,476,6602,71,0.07,none,2019
807964908,Existing Customer,41,M,4,High School,Married,$60K - $80K,Silver,36,4,2,2,8013,2025,5988,45,0.253,none,2018
807964908,Existing Customer,41,M,4,High School,Married,$60K - $80K,Silver,48,4,2,2,8013,734,5988,87,0.09,none,2019
809589783,Existing Customer,41,M,4,Post-Graduate,Married,$60K - $80K,Gold,36,3,3,2,16268,817,15451,120,0.05,none,2018
809589783,Existing Customer,41,M,4,Post-Graduate,Married,$60K - $80K,Gold,48,3,6,2,16268,276,15451,95,0.02,none,2019
809966058,Existing Customer,41,F,2,College,Married,Less than $40K,Blue,37,4,4,2,2835,1860,975,81,0.656,none,2018
809966058,Existing Customer,41,F,2,College,Married,Less than $40K,Blue,49,4,6,2,2835,612,975,106,0.22,none,2019
811013658,Existing Customer,41,M,2,College,Married,$60K - $80K,Silver,36,4,3,2,10816,871,9945,68,0.081,none,2018
811013658,Attrited Customer,41,M,2,College,Married,$60K - $80K,Silver,48,4,3,2,10816,1248,9945,37,0.12,Q1,2019
812794983,Existing Customer,41,F,3,College,Married,Less than $40K,Blue,43,2,4,2,4086,799,2112,49,0.2,none,2019
812794983,Existing Customer,41,F,3,College,Married,Less than $40K,Blue,31,2,2,2,4086,1974,2112,87,0.483,none,2018
816826008,Existing Customer,41,M,2,Uneducated,Married,Less than $40K,Blue,48,1,1,2,1950,1005,952,114,0.52,none,2019
816826008,Existing Customer,41,M,2,Uneducated,Married,Less than $40K,Blue,36,1,1,2,1950,998,952,84,0.512,none,2018
817960533,Existing Customer,41,M,2,High School,Married,$80K - $120K,Gold,36,5,3,2,1734,857,877,84,0.494,none,2018
817960533,Existing Customer,41,M,2,High School,Married,$80K - $120K,Gold,48,5,1,2,2000,1258,877,56,0.63,none,2019
818305008,Existing Customer,41,F,2,Graduate,Married,$40K - $60K,Silver,36,6,1,3,11239,1375,9864,89,0.122,none,2018
818305008,Existing Customer,41,F,2,Graduate,Married,$40K - $60K,Silver,48,6,5,3,11239,781,9864,45,0.07,none,2019
818322033,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,36,6,6,4,2873,1247,1626,80,0.434,none,2018
818322033,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,48,6,3,4,2873,729,1626,65,0.25,none,2019
818710233,Existing Customer,41,F,2,Graduate,Married,Less than $40K,Blue,36,6,2,3,2329,1271,1058,70,0.546,none,2018
818710233,Existing Customer,41,F,2,Graduate,Married,Less than $40K,Blue,48,6,4,3,2329,891,1058,76,0.38,none,2019
818712633,Existing Customer,41,F,2,Graduate,Married,Less than $40K,Blue,36,4,6,2,4133,1067,3066,119,0.258,none,2018
818712633,Existing Customer,41,F,2,Graduate,Married,Less than $40K,Blue,48,4,4,2,4133,1415,3066,39,0.34,none,2019
818767458,Existing Customer,41,M,3,Graduate,Married,$60K - $80K,Silver,36,2,3,2,6565,1130,5435,97,0.172,none,2018
818767458,Existing Customer,41,M,3,Graduate,Married,$60K - $80K,Silver,48,2,3,2,6565,1421,5435,109,0.22,none,2019
818901708,Existing Customer,41,F,4,High School,Divorced,Less than $40K,Blue,48,3,4,1,1600,240,1438.3,117,0.15,none,2019
818901708,Existing Customer,41,F,4,High School,Divorced,Less than $40K,Blue,36,3,1,1,1438.3,0,1438.3,90,0,none,2018
819752133,Existing Customer,41,M,2,High School,Divorced,Less than $40K,Blue,48,6,1,2,1636,1202,650,118,0.73,none,2019
819752133,Existing Customer,41,M,2,High School,Divorced,Less than $40K,Blue,36,6,2,2,1636,986,650,73,0.603,none,2018
820353558,Existing Customer,41,F,3,High School,Married,$40K - $60K,Silver,36,4,1,2,9797,1434,8363,34,0.146,none,2018
820353558,Existing Customer,41,F,3,High School,Married,$40K - $60K,Silver,48,4,2,2,9797,467,8363,69,0.05,none,2019
821163408,Existing Customer,41,M,3,Graduate,Married,$80K - $120K,Gold,37,5,3,3,16954,1588,15366,60,0.094,none,2018
821163408,Existing Customer,41,M,3,Graduate,Married,$80K - $120K,Gold,49,5,2,3,16954,1340,15366,43,0.08,none,2019
822902508,Existing Customer,41,F,2,College,Single,$40K - $60K,Silver,37,3,3,3,8376,1219,7157,77,0.146,none,2018
822902508,Existing Customer,41,F,2,College,Single,$40K - $60K,Silver,49,3,1,3,8376,1393,7157,120,0.17,none,2019
823833483,Existing Customer,41,M,2,Graduate,Single,$40K - $60K,Silver,37,3,3,2,7839,1544,6295,83,0.197,none,2018
823833483,Existing Customer,41,M,2,Graduate,Single,$40K - $60K,Silver,49,3,6,2,7839,1158,6295,101,0.15,none,2019
827423433,Existing Customer,41,F,4,Graduate,Divorced,$40K - $60K,Silver,37,5,1,4,7492,1399,6093,67,0.187,none,2018
827423433,Existing Customer,41,F,4,Graduate,Divorced,$40K - $60K,Silver,49,5,5,4,7492,884,6093,31,0.12,none,2019
827953683,Existing Customer,41,M,2,Graduate,Married,$40K - $60K,Blue,49,1,3,1,3786,1277,2615,98,0.34,none,2019
827953683,Existing Customer,41,M,2,Graduate,Married,$40K - $60K,Blue,37,1,2,1,3786,1171,2615,75,0.309,none,2018
828285858,Existing Customer,41,F,3,College,Married,Less than $40K,Blue,49,3,2,2,2000,1429,673.3,30,0.71,none,2019
828285858,Existing Customer,41,F,3,College,Married,Less than $40K,Blue,37,3,1,2,1438.3,765,673.3,66,0.532,none,2018
900201731,Existing Customer,41,M,3,Graduate,Married,$80K - $120K,Gold,45,3,4,3,19402,682,19402,77,0.04,none,2019
900201735,Existing Customer,41,M,2,Graduate,Married,$120K +,Gold,26,5,2,4,27742,1160,25225,118,0.04,none,2019
900201739,Existing Customer,41,M,0,Graduate,Single,$60K - $80K,Silver,43,3,6,2,9220,1343,9220,107,0.15,none,2019
900201755,Existing Customer,41,M,0,Graduate,Single,$80K - $120K,Platinum,54,2,0,3,34516,500,33829,101,0.01,none,2019
900201771,Existing Customer,41,F,2,Graduate,Single,$40K - $60K,Silver,55,3,4,4,5317,732,5317,51,0.14,none,2019
900201779,Existing Customer,41,M,4,Graduate,Married,Less than $40K,Blue,39,2,4,5,1600,814,1126.3,88,0.51,none,2019
900201790,Existing Customer,41,F,3,Graduate,Married,$40K - $60K,Silver,33,2,5,5,11538,949,11538,40,0.08,none,2019
900201820,Existing Customer,41,F,4,Graduate,Married,$40K - $60K,Blue,14,4,4,2,3159,802,3159,100,0.25,none,2019
900201856,Existing Customer,41,F,4,College,Married,$40K - $60K,Blue,36,5,2,3,3281,1177,3281,116,0.36,none,2019
900201872,Existing Customer,41,F,2,College,Married,Less than $40K,Blue,49,5,4,3,1588,240,1588,86,0.15,none,2019
900201878,Existing Customer,41,M,3,Graduate,Married,$40K - $60K,Silver,46,3,2,4,11091,275,11091,29,0.02,none,2019
900201901,Existing Customer,41,F,2,Graduate,Single,$40K - $60K,Silver,46,4,3,2,5655,426,4501,117,0.08,none,2019
900201952,Existing Customer,41,F,2,High School,Married,Less than $40K,Blue,15,1,2,3,1604,449,1604,34,0.28,none,2019
900201974,Existing Customer,41,M,3,College,Married,$80K - $120K,Gold,46,3,6,4,20543,1104,20543,116,0.05,none,2019
900201981,Existing Customer,41,F,2,Uneducated,Married,Less than $40K,Blue,45,5,0,3,1654,1017,1654,90,0.61,none,2019
900202012,Existing Customer,41,F,2,Graduate,Married,Less than $40K,Blue,40,2,3,3,2000,414,534,26,0.21,none,2019
900202014,Existing Customer,41,M,4,Graduate,Married,$80K - $120K,Platinum,18,3,3,3,34516,931,33691,41,0.03,none,2019
900202041,Existing Customer,41,F,2,High School,Single,Less than $40K,Blue,39,1,1,4,1661,240,1661,79,0.14,none,2019
900202064,Existing Customer,41,M,3,College,Married,$60K - $80K,Silver,47,1,2,3,4697,1105,3651,100,0.24,none,2019
900202084,Existing Customer,41,F,2,High School,Single,$40K - $60K,Blue,60,4,3,3,2201,964,97,104,0.44,none,2019
900202094,Existing Customer,41,F,1,High School,Married,Less than $40K,Blue,28,1,1,1,2000,869,101,108,0.43,none,2019
900202132,Existing Customer,41,M,4,Graduate,Married,$80K - $120K,Gold,25,3,4,2,19782,1461,18914,116,0.07,none,2019
900202183,Existing Customer,41,F,2,College,Single,$60K - $80K,Blue,24,2,4,3,4411,1061,1894,74,0.24,none,2019
900202639,Existing Customer,41,M,1,Graduate,Single,$80K - $120K,Platinum,47,2,3,2,34516,903,31999,84,0.03,none,2019
708195633,Existing Customer,40,M,2,Graduate,Married,$80K - $120K,Platinum,32,5,2,3,34516,1182,33334,54,0.034,none,2018
708195633,Existing Customer,40,M,2,Graduate,Married,$80K - $120K,Platinum,44,5,1,3,34516,877,33334,81,0.03,none,2019
708273858,Existing Customer,40,M,0,Graduate,Single,$120K +,Platinum,30,3,2,1,34516,0,34516,80,0,none,2018
708273858,Existing Customer,40,M,0,Graduate,Single,$120K +,Platinum,42,3,5,1,34516,1454,34516,68,0.04,none,2019
708453408,Existing Customer,40,M,4,College,Divorced,$80K - $120K,Gold,31,6,2,3,16050,0,16050,62,0,none,2018
708453408,Existing Customer,40,M,4,College,Divorced,$80K - $120K,Gold,43,6,2,3,16050,743,16050,74,0.05,none,2019
708489258,Existing Customer,40,F,3,Graduate,Married,Less than $40K,Blue,39,5,0,3,1600,338,450.3,49,0.21,none,2019
708489258,Existing Customer,40,F,3,Graduate,Married,Less than $40K,Blue,27,5,3,3,1438.3,988,450.3,72,0.687,none,2018
708515358,Existing Customer,40,F,1,High School,Married,Less than $40K,Silver,48,6,3,2,4712,1081,4712,47,0.23,none,2019
708515358,Existing Customer,40,F,1,High School,Married,Less than $40K,Silver,36,6,3,2,4712,0,4712,82,0,none,2018
708559533,Existing Customer,40,M,1,Uneducated,Married,Less than $40K,Blue,48,6,5,2,1770,502,1186,41,0.28,none,2019
708559533,Existing Customer,40,M,1,Uneducated,Married,Less than $40K,Blue,36,6,3,2,1770,584,1186,83,0.33,none,2018
708568983,Existing Customer,40,M,3,High School,Married,$60K - $80K,Silver,28,2,3,1,11476,2365,9111,113,0.206,none,2018
708568983,Existing Customer,40,M,3,High School,Married,$60K - $80K,Silver,40,2,1,1,11476,1087,9111,79,0.09,none,2019
708579633,Existing Customer,40,M,4,Graduate,Divorced,$60K - $80K,Gold,28,4,2,2,23981,1788,22193,34,0.075,none,2018
708579633,Existing Customer,40,M,4,Graduate,Divorced,$60K - $80K,Gold,40,4,6,2,23981,779,22193,49,0.03,none,2019
708602283,Attrited Customer,40,F,4,High School,Married,Less than $40K,Blue,48,3,3,1,2887,750,2887,66,0.26,Q2,2019
708602283,Existing Customer,40,F,4,High School,Married,Less than $40K,Blue,36,3,3,1,2887,0,2887,82,0,none,2018
708665133,Existing Customer,40,M,2,Graduate,Married,$40K - $60K,Blue,28,6,2,3,3654,1172,2482,67,0.321,none,2018
708665133,Existing Customer,40,M,2,Graduate,Married,$40K - $60K,Blue,40,6,5,3,3654,665,2482,72,0.18,none,2019
708833133,Existing Customer,40,F,3,Graduate,Divorced,$40K - $60K,Blue,29,5,2,2,3170,2517,653,49,0.794,none,2018
708833133,Existing Customer,40,F,3,Graduate,Divorced,$40K - $60K,Blue,41,5,4,2,3170,1412,653,44,0.45,none,2019
708899283,Existing Customer,40,F,1,High School,Married,$40K - $60K,Blue,40,3,3,3,2690,351,755,66,0.13,none,2019
708899283,Existing Customer,40,F,1,High School,Married,$40K - $60K,Blue,28,3,3,3,2690,1935,755,81,0.719,none,2018
708960858,Existing Customer,40,M,4,College,Married,$60K - $80K,Silver,21,3,2,3,11502,2066,9436,85,0.18,none,2018
708960858,Existing Customer,40,M,4,College,Married,$60K - $80K,Silver,33,3,0,3,11502,1257,9436,58,0.11,none,2019
709013208,Existing Customer,40,M,2,Graduate,Married,$80K - $120K,Gold,36,2,2,1,15594,1690,13904,127,0.108,none,2018
709013208,Existing Customer,40,M,2,Graduate,Married,$80K - $120K,Gold,48,2,4,1,15594,1432,13904,101,0.09,none,2019
709065483,Existing Customer,40,F,3,College,Divorced,$40K - $60K,Silver,28,2,2,3,9243,2019,7224,82,0.218,none,2018
709065483,Existing Customer,40,F,3,College,Divorced,$40K - $60K,Silver,40,2,2,3,9243,1407,7224,13,0.15,none,2019
709086933,Existing Customer,40,F,1,College,Married,$40K - $60K,Blue,22,4,2,4,3372,2517,855,72,0.746,none,2018
709086933,Existing Customer,40,F,1,College,Married,$40K - $60K,Blue,34,4,2,4,3372,1485,855,111,0.44,none,2019
709106358,Existing Customer,40,M,3,College,Married,$60K - $80K,Silver,21,5,1,0,4716,0,4716,28,0,none,2018
709106358,Existing Customer,40,M,3,College,Married,$60K - $80K,Silver,33,5,4,0,4716,816,4716,30,0.17,none,2019
709179708,Existing Customer,40,M,2,Graduate,Divorced,Less than $40K,Blue,48,3,2,2,3099,487,3099,74,0.16,none,2019
709179708,Existing Customer,40,M,2,Graduate,Divorced,Less than $40K,Blue,36,3,1,2,3099,0,3099,75,0,none,2018
709217358,Existing Customer,40,M,3,Post-Graduate,Married,$80K - $120K,Gold,36,5,3,2,20371,1832,18539,45,0.09,none,2018
709217358,Attrited Customer,40,M,3,Post-Graduate,Married,$80K - $120K,Gold,48,5,3,2,20371,666,18539,34,0.03,Q2,2019
709236633,Existing Customer,40,F,3,College,Divorced,$40K - $60K,Silver,28,3,1,3,6608,2270,4338,58,0.344,none,2018
709236633,Existing Customer,40,F,3,College,Divorced,$40K - $60K,Silver,40,3,0,3,6608,351,4338,99,0.05,none,2019
709274583,Existing Customer,40,M,2,College,Married,$60K - $80K,Silver,27,5,3,1,12248,1323,10925,91,0.108,none,2018
709274583,Existing Customer,40,M,2,College,Married,$60K - $80K,Silver,39,5,1,1,12248,616,10925,71,0.05,none,2019
709398708,Existing Customer,40,M,3,College,Divorced,$60K - $80K,Gold,36,3,1,2,16268,2517,13751,124,0.155,none,2018
709398708,Existing Customer,40,M,3,College,Divorced,$60K - $80K,Gold,48,3,5,2,16268,1444,13751,121,0.09,none,2019
709556208,Existing Customer,40,F,3,College,Married,$60K - $80K,Gold,28,2,1,2,22361,1873,20488,94,0.084,none,2018
709556208,Existing Customer,40,F,3,College,Married,$60K - $80K,Gold,40,2,1,2,22361,1239,20488,67,0.06,none,2019
709567758,Existing Customer,40,F,3,High School,Married,Less than $40K,Blue,41,4,4,2,2490,648,265,62,0.26,none,2019
709567758,Existing Customer,40,F,3,High School,Married,Less than $40K,Blue,29,4,1,2,2490,2225,265,71,0.894,none,2018
709578258,Existing Customer,40,F,2,High School,Married,$40K - $60K,Blue,45,4,6,2,3804,1375,1887,117,0.36,none,2019
709578258,Existing Customer,40,F,2,High School,Married,$40K - $60K,Blue,33,4,3,2,3804,1917,1887,102,0.504,none,2018
709607733,Existing Customer,40,F,3,Graduate,Married,$40K - $60K,Silver,36,4,2,4,9191,1666,7525,83,0.181,none,2018
709607733,Existing Customer,40,F,3,Graduate,Married,$40K - $60K,Silver,48,4,4,4,9191,825,7525,117,0.09,none,2019
709664658,Existing Customer,40,M,4,Graduate,Divorced,$80K - $120K,Gold,27,4,3,2,22863,927,21936,69,0.041,none,2018
709664658,Existing Customer,40,M,4,Graduate,Divorced,$80K - $120K,Gold,39,4,0,2,22863,497,21936,63,0.02,none,2019
709726158,Existing Customer,40,F,2,Graduate,Married,$40K - $60K,Blue,38,5,6,0,2206,714,1096,96,0.32,none,2019
709726158,Existing Customer,40,F,2,Graduate,Married,$40K - $60K,Blue,26,5,3,0,2206,1110,1096,92,0.503,none,2018
709749483,Existing Customer,40,F,2,Graduate,Married,$40K - $60K,Blue,41,5,6,2,2636,398,683,44,0.15,none,2019
709749483,Existing Customer,40,F,2,Graduate,Married,$40K - $60K,Blue,29,5,1,2,2636,1953,683,70,0.741,none,2018
709791333,Existing Customer,40,F,1,High School,Married,$40K - $60K,Blue,48,6,6,3,2040,477,956,42,0.23,none,2019
709791333,Existing Customer,40,F,1,High School,Married,$40K - $60K,Blue,36,6,1,3,2040,1084,956,80,0.531,none,2018
709804533,Existing Customer,40,M,1,Graduate,Married,$120K +,Gold,34,3,1,3,17818,1451,16367,74,0.081,none,2018
709804533,Existing Customer,40,M,1,Graduate,Married,$120K +,Gold,46,3,4,3,17818,753,16367,31,0.04,none,2019
709912683,Existing Customer,40,F,4,Doctorate,Married,$80K - $120K,Platinum,53,5,2,2,34516,650,32142,121,0.02,none,2019
709922508,Existing Customer,40,F,4,High School,Married,$40K - $60K,Blue,40,4,5,1,2712,673,2712,88,0.25,none,2019
710044308,Existing Customer,40,F,2,Graduate,Married,$40K - $60K,Blue,27,2,2,2,2625,1594,1031,47,0.607,none,2018
710044308,Existing Customer,40,F,2,Graduate,Married,$40K - $60K,Blue,39,2,5,2,2625,663,1031,102,0.25,none,2019
710120358,Existing Customer,40,M,3,Graduate,Married,$60K - $80K,Silver,27,6,2,4,9026,2312,6714,37,0.256,none,2018
710120358,Attrited Customer,40,M,3,Graduate,Married,$60K - $80K,Silver,39,6,3,4,9026,850,6714,42,0.09,Q2,2019
710133858,Existing Customer,40,F,1,Graduate,Single,$40K - $60K,Silver,42,5,1,1,7554,1046,5706,72,0.14,none,2019
710133858,Existing Customer,40,F,1,Graduate,Single,$40K - $60K,Silver,30,5,1,1,7554,1848,5706,64,0.245,none,2018
710288883,Existing Customer,40,F,1,Graduate,Married,$40K - $60K,Silver,32,4,1,5,8749,1654,7095,73,0.189,none,2018
710288883,Existing Customer,40,F,1,Graduate,Married,$40K - $60K,Silver,44,4,5,5,8749,917,7095,62,0.1,none,2019
710453283,Attrited Customer,40,F,1,High School,Married,$40K - $60K,Blue,39,5,5,2,2035,494,2035,33,0.24,Q3,2019
710453283,Existing Customer,40,F,1,High School,Married,$40K - $60K,Blue,27,5,4,2,2035,0,2035,82,0,none,2018
710566533,Existing Customer,40,M,1,Uneducated,Married,Less than $40K,Blue,39,1,5,3,2276,561,904,45,0.25,none,2019
710566533,Existing Customer,40,M,1,Uneducated,Married,Less than $40K,Blue,27,1,3,3,2276,1372,904,67,0.603,none,2018
710664558,Attrited Customer,40,F,3,High School,Married,Less than $40K,Silver,43,5,4,4,4736,1389,3791,80,0.29,Q3,2019
710664558,Existing Customer,40,F,3,High School,Married,Less than $40K,Silver,31,5,2,4,4736,945,3791,73,0.2,none,2018
710670633,Existing Customer,40,M,4,High School,Married,$60K - $80K,Silver,36,6,3,3,5797,1779,4018,33,0.307,none,2018
710670633,Existing Customer,40,M,4,High School,Married,$60K - $80K,Silver,48,6,5,3,5797,1040,4018,94,0.18,none,2019
710675508,Existing Customer,40,F,3,College,Married,Less than $40K,Blue,40,2,2,1,2321,1420,1131,92,0.61,none,2019
710675508,Existing Customer,40,F,3,College,Married,Less than $40K,Blue,28,2,3,1,2321,1190,1131,98,0.513,none,2018
710712783,Existing Customer,40,F,3,College,Married,Less than $40K,Blue,53,3,4,3,2294,1067,507,29,0.47,none,2019
710769258,Existing Customer,40,F,2,College,Single,Less than $40K,Blue,39,4,6,3,4438,355,2925,99,0.08,none,2019
710769258,Existing Customer,40,F,2,College,Single,Less than $40K,Blue,27,4,2,3,4438,1513,2925,75,0.341,none,2018
710803008,Existing Customer,40,F,3,High School,Married,Less than $40K,Blue,42,6,3,2,3125,756,1084,74,0.24,none,2019
710803008,Existing Customer,40,F,3,High School,Married,Less than $40K,Blue,30,6,3,2,3125,2041,1084,68,0.653,none,2018
710809833,Existing Customer,40,M,3,Graduate,Married,$80K - $120K,Platinum,27,3,1,2,34516,0,34516,53,0,none,2018
710809833,Existing Customer,40,M,3,Graduate,Married,$80K - $120K,Platinum,39,3,0,2,34516,592,34516,114,0.02,none,2019
711003483,Existing Customer,40,M,3,Graduate,Divorced,$60K - $80K,Gold,24,2,3,3,20466,1138,19328,97,0.056,none,2018
711003483,Existing Customer,40,M,3,Graduate,Divorced,$60K - $80K,Gold,36,2,0,3,20466,234,19328,88,0.01,none,2019
711009708,Existing Customer,40,M,3,College,Married,$80K - $120K,Gold,28,5,1,0,21617,0,21617,22,0,none,2018
711009708,Existing Customer,40,M,3,College,Married,$80K - $120K,Gold,40,5,2,0,21617,339,21617,97,0.02,none,2019
711069483,Existing Customer,40,F,2,Graduate,Single,Less than $40K,Blue,36,6,2,2,1538,0,1538,79,0,none,2018
711069483,Existing Customer,40,F,2,Graduate,Single,Less than $40K,Blue,48,6,6,2,1500,502,1538,45,0.33,none,2019
711272058,Existing Customer,40,F,4,Graduate,Married,Less than $40K,Blue,40,1,5,3,1622,1239,650,119,0.76,none,2019
711272058,Existing Customer,40,F,4,Graduate,Married,Less than $40K,Blue,28,1,3,3,1622,972,650,71,0.599,none,2018
711396483,Existing Customer,40,M,2,Graduate,Single,$40K - $60K,Silver,36,3,2,3,6033,0,6033,74,0,none,2018
711396483,Existing Customer,40,M,2,Graduate,Single,$40K - $60K,Silver,48,3,1,3,6033,549,6033,55,0.09,none,2019
711410958,Existing Customer,40,M,3,High School,Married,$60K - $80K,Silver,28,2,2,3,13452,2517,10935,69,0.187,none,2018
711410958,Existing Customer,40,M,3,High School,Married,$60K - $80K,Silver,40,2,0,3,13452,1417,10935,93,0.11,none,2019
711515433,Existing Customer,40,F,2,College,Single,Less than $40K,Blue,48,3,4,2,2000,758,333,48,0.38,none,2019
711515433,Existing Customer,40,F,2,College,Single,Less than $40K,Blue,36,3,1,2,2850,2517,333,85,0.883,none,2018
711559008,Existing Customer,40,F,1,Graduate,Single,$40K - $60K,Silver,28,2,1,2,11642,1501,10141,92,0.129,none,2018
711559008,Existing Customer,40,F,1,Graduate,Single,$40K - $60K,Silver,40,2,0,2,11642,561,10141,89,0.05,none,2019
711600033,Existing Customer,40,F,1,College,Single,$40K - $60K,Silver,36,2,1,0,10729,0,10729,108,0,none,2018
711600033,Existing Customer,40,F,1,College,Single,$40K - $60K,Silver,48,2,6,0,10729,1436,10729,50,0.13,none,2019
711627558,Attrited Customer,40,F,2,Uneducated,Single,Less than $40K,Blue,42,5,0,2,1625,400,713,62,0.25,Q2,2019
711627558,Existing Customer,40,F,2,Uneducated,Single,Less than $40K,Blue,30,5,1,2,1625,912,713,73,0.561,none,2018
711635358,Existing Customer,40,F,2,College,Single,$40K - $60K,Silver,38,6,2,2,7291,1066,4774,41,0.15,none,2019
711635358,Existing Customer,40,F,2,College,Single,$40K - $60K,Silver,26,6,1,2,7291,2517,4774,56,0.345,none,2018
711990933,Attrited Customer,40,F,2,Graduate,Single,Less than $40K,Blue,41,4,4,2,2295,333,2295,30,0.15,Q3,2019
711990933,Existing Customer,40,F,2,Graduate,Single,Less than $40K,Blue,29,4,3,2,2295,0,2295,62,0,none,2018
712011633,Existing Customer,40,F,2,College,Single,$40K - $60K,Blue,36,6,1,3,2797,850,1947,64,0.304,none,2018
712011633,Existing Customer,40,F,2,College,Single,$40K - $60K,Blue,48,6,1,3,2797,732,1947,115,0.26,none,2019
712214283,Existing Customer,40,M,2,Graduate,Married,$80K - $120K,Gold,28,6,3,3,18295,0,18295,70,0,none,2018
712214283,Existing Customer,40,M,2,Graduate,Married,$80K - $120K,Gold,40,6,3,3,18295,330,18295,44,0.02,none,2019
712256358,Existing Customer,40,M,3,Graduate,Married,$60K - $80K,Gold,23,1,3,1,22729,1581,21148,110,0.07,none,2018
712256358,Existing Customer,40,M,3,Graduate,Married,$60K - $80K,Gold,35,1,6,1,22729,778,21148,74,0.03,none,2019
712290258,Existing Customer,40,F,1,College,Married,$40K - $60K,Blue,52,5,4,3,2636,1457,796,100,0.55,none,2019
712322058,Existing Customer,40,F,3,High School,Married,$40K - $60K,Blue,44,5,6,3,2046,494,352,93,0.24,none,2019
712322058,Existing Customer,40,F,3,High School,Married,$40K - $60K,Blue,32,5,1,3,2046,1694,352,49,0.828,none,2018
712549758,Existing Customer,40,F,4,Graduate,Married,$80K - $120K,Gold,25,6,2,1,25060,0,25060,61,0,none,2018
712549758,Existing Customer,40,F,4,Graduate,Married,$80K - $120K,Gold,37,6,2,1,25060,996,25060,82,0.04,none,2019
712566258,Existing Customer,40,F,2,Graduate,Divorced,$40K - $60K,Silver,27,6,3,1,8494,2023,6471,77,0.238,none,2018
712566258,Existing Customer,40,F,2,Graduate,Divorced,$40K - $60K,Silver,39,6,5,1,8494,677,6471,63,0.08,none,2019
712571883,Existing Customer,40,M,3,Graduate,Divorced,$40K - $60K,Silver,36,1,3,2,11409,1658,9751,58,0.145,none,2018
